date,temp_c,rain,humidity_pct,wind_kmh,holiday,promotion,rentals
2021-12-13,4.498341324692602,0,64.91618000298122,1.8030953050325416,0,0,1728
2021-12-14,3.4763764264943657,1,85.39158869577643,14.444714177822908,0,0,608
2021-12-15,6.364821531215886,0,53.38379443457397,5.94742113459437,0,0,1217
2021-12-16,2.9145191402626667,0,74.84173663437862,11.603804079622472,0,0,1262
2021-12-17,3.2010829866545647,0,63.72277689800601,11.425038219355505,0,0,1326
2021-12-18,-0.07527234284880358,0,61.10188280975491,22.657400756237145,0,0,1043
2021-12-19,6.525916989378511,1,85.40975215841301,18.236764612103656,0,0,651
2021-12-20,6.981125183919151,1,89.64337441620485,10.628383657980725,0,0,720
2021-12-21,5.660693411359431,0,69.54775996105754,2.836273097308823,0,0,1377
2021-12-22,4.019984187838521,0,73.3691615398726,8.781800875895858,0,0,1344
2021-12-23,3.1252743083169725,0,69.70850385906982,9.71549290123727,0,0,1197
2021-12-24,2.172727691150266,0,65.34864786939552,3.955807829470967,0,0,1513
2021-12-25,-2.4505477389293144,1,82.41738800411149,17.165077294819355,1,0,237
2021-12-26,-1.1705954439959654,0,66.91988993796578,7.653928949103149,0,0,1066
2021-12-27,-0.5210226276539784,0,69.20951964283103,2.679304413809487,0,0,1190
2021-12-28,0.8013741603928016,0,66.25837021801881,4.987028951429323,0,0,1155
2021-12-29,-0.20970241745880513,0,70.79162698571366,18.001199685392937,0,1,1815
2021-12-30,10.324919770489576,1,80.05953251094348,10.745819807005251,0,0,694
2021-12-31,7.949004490910868,0,71.22457081236819,4.379243267819155,0,0,1329
2022-01-01,1.0220381215520113,0,71.14607380767498,9.96332037242561,1,0,827
2022-01-02,2.532297245213889,0,59.39026911135055,5.466785984565182,0,0,1256
2022-01-03,4.819084464663979,0,68.40611107895344,3.625333119867184,0,0,1289
2022-01-04,0.48295483066032663,0,59.211196507049976,9.18804158399475,0,0,1234
2022-01-05,1.3853756490708946,1,80.61681925178262,8.836326363180472,0,0,583
2022-01-06,-0.4258173686382558,0,73.31589105098318,12.368543821126757,0,0,1245
2022-01-07,-1.7317640435877228,0,77.39673157801008,5.972460487245438,0,0,1485
2022-01-08,-4.591501215567736,0,58.48419997541167,4.79148127791159,0,0,754
2022-01-09,-5.4625664420247055,0,69.78320584010179,10.677549615069733,0,1,1130
2022-01-10,-3.371686091107792,0,53.78447537715199,7.746777872047627,0,0,1099
2022-01-11,0.07523930226004905,0,57.455711759333475,9.61936475947041,0,0,1282
2022-01-12,0.35901171549985,0,65.51033977111705,1.5785158776847548,0,0,1294
2022-01-13,1.5603469717628045,1,76.92469981283175,18.866050755971354,0,1,812
2022-01-14,0.5233893315501978,0,57.56429928618401,5.334642945428824,0,0,1212
2022-01-15,-0.8081403483629335,0,71.40007740318525,14.389181855172062,0,1,1132
2022-01-16,-1.8048108259567517,0,68.4733533559203,8.358201592289983,0,0,1023
2022-01-17,-1.5117379930240418,0,62.00843887790539,8.335162910549995,0,0,1200
2022-01-18,3.5305899392909277,0,64.60606953282371,12.765418705072,0,0,1326
2022-01-19,-2.3027266266779236,1,93.29958602444094,16.835438952980898,0,0,391
2022-01-20,0.010829706273070006,0,60.79175754470947,10.002488661937932,0,1,1502
2022-01-21,0.9277354564993545,0,73.25697403831805,16.890110424513953,0,0,922
2022-01-22,-3.725654881903022,0,82.00391874149719,8.579138099366451,0,0,1062
2022-01-23,0.9536177988096282,0,67.36575258936604,28.403281760488525,0,0,755
2022-01-24,4.149690762093689,0,62.968191352069134,11.112268158215155,0,0,1578
2022-01-25,6.137935807023693,0,65.40617454235223,4.236961105031196,0,0,1477
2022-01-26,7.14334255890801,0,67.467671830252,5.5169855471475415,0,0,1381
2022-01-27,6.355393972292229,0,66.54432160876897,4.4212634849091685,0,0,1410
2022-01-28,4.485179347253392,0,69.73073017895263,14.671370957344273,0,0,1160
2022-01-29,2.1432924034374756,0,63.93528844767263,6.946980409850814,0,0,1192
2022-01-30,2.497205742962756,0,66.66309817336881,8.62898299355491,0,0,1065
2022-01-31,5.632433309419723,1,82.16926532595286,6.461321505188869,0,0,456
2022-02-01,2.673610085652717,1,79.92212270497131,6.961282154944602,0,0,624
2022-02-02,6.482468774589252,1,76.01154335493015,8.051884722374588,0,0,871
2022-02-03,0.6545896713985133,0,62.99486066470608,7.470619753308531,0,0,1230
2022-02-04,-0.14830739638549506,0,71.4417582181337,5.430858684593205,0,0,1397
2022-02-05,-1.1945464755352084,1,95.664420315162,9.320447000156333,0,0,452
2022-02-06,0.39941696268969196,1,80.6058613822673,8.278468881031053,0,0,430
2022-02-07,5.004500527218795,0,64.92164067144655,4.276976955194652,0,0,1336
2022-02-08,8.206819496325982,0,55.35154919241042,3.1653889945762828,0,0,1322
2022-02-09,8.19804675531972,0,48.07336429416072,6.3993426167028495,0,1,1982
2022-02-10,5.604837989270333,0,63.945979917852526,7.541840048705426,0,0,1511
2022-02-11,7.551318375386412,0,64.91784252090835,13.612355703982113,0,0,1400
2022-02-12,9.952671586813779,0,66.82813426666328,5.311667768525695,0,0,1349
2022-02-13,15.815466576753284,0,70.60989839555113,3.481924974723427,0,0,1754
2022-02-14,10.651314144259533,0,58.92278066043988,6.071285194196336,0,0,1571
2022-02-15,9.193688163294258,0,75.48773166744722,33.79812635279438,0,0,1332
2022-02-16,7.782052496183706,1,81.91377757817139,16.00839410663791,0,0,618
2022-02-17,7.409461335224309,0,56.65357424226599,9.561470335908457,0,0,1360
2022-02-18,8.209434146366354,0,68.06440167879715,5.924640485261059,0,0,1533
2022-02-19,4.920417519431805,1,75.18937728590474,5.674320779923063,0,0,606
2022-02-20,6.490356869766418,0,58.53612896468775,5.992349947809657,0,0,1060
2022-02-21,8.836184981657453,0,77.0673758513875,16.517855567550047,0,0,1407
2022-02-22,11.960589177215152,1,73.14028914365993,5.301833872663799,0,0,839
2022-02-23,11.451958246281635,1,80.73131316477946,7.644475318244139,0,0,1398
2022-02-24,11.28005109912409,1,75.27690670290292,11.602450505479752,0,0,916
2022-02-25,8.313851876453741,0,65.48516626920866,2.8522646561777005,0,0,1288
2022-02-26,12.348700898863326,0,65.35298137044013,16.163953939727048,0,0,1604
2022-02-27,8.991286027466987,0,65.99971447868043,2.361431191834739,0,0,1473
2022-02-28,6.3315877014348185,0,73.88363465223237,26.011189615210533,0,0,1221
2022-03-01,9.726098306279816,0,61.58632907564211,18.672593549009104,0,0,1414
2022-03-02,13.84573889905585,0,67.08507738375957,14.922004970580664,0,0,1774
2022-03-03,14.379347974173784,0,63.95951185121948,5.402598527654864,0,0,1655
2022-03-04,11.630803508490311,0,68.29088422471082,17.89478525648426,0,0,1554
2022-03-05,12.913692510324312,0,61.53008204298177,13.898276886857964,0,1,1707
2022-03-06,8.673176996578281,0,62.86226068322052,14.672640912401842,0,0,1241
2022-03-07,11.497426962425621,0,63.981910213114915,11.237043002354808,0,0,1735
2022-03-08,13.95155482503034,0,76.56092772301567,5.215025948915344,0,1,2407
2022-03-09,14.95151209278437,0,68.25773937623886,12.965791460221505,0,0,1823
2022-03-10,15.411190935385424,1,68.3540642093305,8.318238440891054,0,0,1109
2022-03-11,17.09760433698279,1,82.03503874830356,5.497152130017647,0,0,1482
2022-03-12,15.219264888409274,0,56.44974023706169,10.674895400815323,0,0,1652
2022-03-13,16.285485634495434,0,62.67098777321276,3.0759533375374106,0,0,1876
2022-03-14,18.933117564660325,1,73.84742352128987,12.26247950629347,0,0,1589
2022-03-15,18.35470155101629,0,59.64089851764281,9.126344967240065,0,0,2272
2022-03-16,14.279958393080605,0,53.396365070346,15.940080118960509,0,0,1711
2022-03-17,16.208198262005222,0,59.62328490741762,9.749442444503437,0,0,1725
2022-03-18,13.609592680618377,0,65.27347811886835,13.743059449365637,0,0,1692
2022-03-19,15.592314967831449,0,58.224329844479996,10.898593138297215,0,0,1870
2022-03-20,15.759585991361956,0,74.74018769549801,4.894374489030071,0,0,1942
2022-03-21,14.736755854809754,1,76.50352063985008,9.508227626670877,0,0,1528
2022-03-22,16.80164709313476,0,62.76444634248648,7.208863480903181,0,0,1822
2022-03-23,17.565104171843153,0,59.62548570065102,10.809643777905569,0,0,1835
2022-03-24,16.47591105657413,0,66.03471636806024,24.26065718707068,0,0,2122
2022-03-25,17.20915501517819,0,54.81903476911771,11.316293361325297,0,0,1890
2022-03-26,15.639071620355896,0,63.28080573452414,14.323666574394966,0,0,1875
2022-03-27,17.895062821718284,0,75.69525263384449,2.0498959506692565,0,0,2244
2022-03-28,16.183845831792528,0,66.77948803072425,6.0753745014268485,0,0,2092
2022-03-29,17.10293829220081,0,61.6185554442345,8.351574086226687,0,0,2112
2022-03-30,14.597369566300681,0,58.51166709421058,12.384640053265382,0,0,1687
2022-03-31,14.306228462374385,0,67.89611495549961,6.748225588295719,0,0,2387
2022-04-01,19.84675613507961,1,71.58392819313028,7.371417199563999,0,0,1247
2022-04-02,17.376612625968125,1,62.53774706498821,11.099849430576477,0,0,1188
2022-04-03,18.29092625982508,0,57.892348476383596,12.108159924484458,0,1,2481
2022-04-04,19.011855991889227,0,51.49237943037798,14.384173766399963,0,0,2298
2022-04-05,15.86862401060682,0,70.29154570504083,6.196786651842587,0,0,1653
2022-04-06,15.508441829360999,0,64.58477213249834,12.213130194865421,0,0,1824
2022-04-07,17.221796651232374,1,78.48125451381335,8.33334428451208,0,0,1047
2022-04-08,16.227003342749168,0,49.915847077032026,5.321662803961674,0,0,1685
2022-04-09,12.137768281370903,0,69.19472961799161,3.8117824338283737,0,0,1716
2022-04-10,19.02931097303988,0,66.66082990401577,1.0,0,0,2081
2022-04-11,11.829011005200783,0,62.958015374847335,10.634188362202522,0,0,1326
2022-04-12,16.211186318260125,0,61.2549224582242,4.436729306956801,0,0,1683
2022-04-13,10.555368437894312,1,82.99300584454302,6.968234085240749,0,0,877
2022-04-14,11.944495446082277,0,56.74292175001974,7.208916743149101,0,0,1632
2022-04-15,15.184478616343238,0,59.77804501276524,4.418419397519389,0,0,1865
2022-04-16,11.607442859694261,0,66.58426095333611,10.633858164769695,0,0,1650
2022-04-17,15.321181316850954,0,46.32749090065856,4.18819692593219,0,0,1962
2022-04-18,13.443463774096145,0,73.39623059602009,2.3577059456454013,0,0,1698
2022-04-19,20.721697464804468,0,65.26563741084685,9.844412500435311,0,0,2032
2022-04-20,24.014885898539738,0,64.72225331784452,2.626536024810592,0,0,2048
2022-04-21,22.156411929735487,0,64.84601677552355,3.2971345554371094,0,0,2069
2022-04-22,19.684370778839007,1,71.30677670580897,24.89467639623286,0,0,1206
2022-04-23,20.30842575252478,0,63.789604841966096,6.536349047054614,0,1,2276
2022-04-24,19.25160357588146,0,67.01106240902021,6.156321756164985,0,0,2490
2022-04-25,20.798802316667015,0,57.063802295268324,6.384224432841961,0,1,2200
2022-04-26,19.438929004952556,0,56.99715287603491,10.3964205970888,0,0,1805
2022-04-27,17.775663859742586,0,69.71428416790289,10.650983291236443,0,0,1951
2022-04-28,15.484246836553568,0,69.41933199666943,10.545991519951569,0,0,2064
2022-04-29,20.262114463037932,0,63.047883937810774,11.202736041384824,0,1,2222
2022-04-30,21.850042383254493,0,57.679065456423494,11.598835857708673,0,0,2121
2022-05-01,23.690473402584747,0,59.868082875878926,12.890916991646083,0,1,2557
2022-05-02,20.233947639054993,0,54.5905546098211,8.910805943304577,0,0,2045
2022-05-03,22.71133831146628,0,53.230356933160174,4.187833500621592,0,0,2059
2022-05-04,25.756086888401605,0,59.8906259749301,14.054553889461824,0,0,2159
2022-05-05,30.26606930860271,0,51.89740674619284,14.657892315536124,0,1,1942
2022-05-06,28.277542932573674,0,48.63946072840836,2.427011492580391,0,0,2198
2022-05-07,22.89643998619031,0,50.557612527070646,4.912190135005813,0,0,2477
2022-05-08,19.837641739828097,0,51.899911552168334,15.461100591657992,0,0,1830
2022-05-09,19.082107764671328,1,76.20625001669227,16.633308801233802,0,1,1451
2022-05-10,23.817828342699276,1,81.82942188571839,8.50420932351202,0,0,1334
2022-05-11,23.423989502918836,0,63.28493907757219,5.688938089816384,0,0,2102
2022-05-12,22.610431278605443,0,65.47393698889158,11.907791513610267,0,0,1908
2022-05-13,24.5553273402258,0,61.22401519071534,5.7367055305675345,0,0,2016
2022-05-14,23.813051321682345,1,77.00768214106367,5.380586377024258,0,0,1243
2022-05-15,20.574730654927887,1,76.69249970600181,6.699270774485253,0,0,1213
2022-05-16,23.63571673518912,1,79.67369768352319,9.371853247040677,0,0,1220
2022-05-17,22.192731035691743,0,63.88573496642638,5.706175650049798,0,1,2158
2022-05-18,17.817681037352266,0,62.20195572270363,9.160032438042027,0,0,1909
2022-05-19,15.810778866810285,0,53.777120523890815,5.327878920151516,0,0,1809
2022-05-20,19.930829173013127,0,66.33706272682224,6.302271604009147,0,0,1831
2022-05-21,18.78122487479485,0,55.7471042095052,8.936101793498946,0,0,2039
2022-05-22,20.403368091723525,0,53.01359507008227,19.19305251279146,0,0,1973
2022-05-23,19.442379190439723,0,61.93974923310478,12.710823772361092,0,0,2300
2022-05-24,23.19649182933736,0,63.829685490169936,8.782115014570957,0,0,1882
2022-05-25,23.781164239364436,0,63.355976984371225,9.640200877613264,0,0,2071
2022-05-26,20.702996952382364,0,50.14583956359408,4.952696216775024,0,0,1759
2022-05-27,21.756595431711045,0,61.97243438645741,2.9520424569394503,0,0,2001
2022-05-28,24.507693830767675,0,53.46138276647364,15.206798041827673,0,0,2353
2022-05-29,23.18140008859259,0,56.66672683271346,6.908327790157314,0,0,3003
2022-05-30,25.667546425576354,1,70.86666623895191,15.033193876442622,0,1,1348
2022-05-31,26.021383347269843,1,77.54419217250907,8.90541222569009,0,0,1179
2022-06-01,22.47728699544116,1,76.04619484071144,8.460497738538677,0,0,1753
2022-06-02,27.411867062078027,0,62.51942884667937,10.65199615357266,0,0,1893
2022-06-03,27.33869022511658,0,55.870912674528824,5.5530045725908765,0,0,1641
2022-06-04,26.08170407965844,0,56.81991287906382,4.188028149969766,0,0,2022
2022-06-05,25.955194810985486,0,56.95860528561753,5.177507302754064,0,0,2437
2022-06-06,28.749964562528447,0,42.8853168310512,6.636347812134023,0,0,2136
2022-06-07,28.83185014404974,0,51.83683341035183,1.0,0,0,2142
2022-06-08,32.385746054399874,0,58.39163358388999,3.397726869854788,0,0,1588
2022-06-09,35.39747841110316,0,52.60234730825018,15.564496039675964,0,1,1918
2022-06-10,36.359902982637145,0,43.59598112176752,6.770100911574221,0,1,1712
2022-06-11,33.28115199740644,0,56.98713487713917,9.099267037983054,0,0,2211
2022-06-12,26.55389308942347,0,53.653844967082755,9.418419546971377,0,0,2462
2022-06-13,30.49277853570935,0,58.535977523316056,5.838678233631715,0,0,2035
2022-06-14,31.592672919011953,0,69.36118991143974,12.029446582872795,0,1,2210
2022-06-15,27.193293283543888,0,57.17579077950822,11.764029154118408,0,0,2325
2022-06-16,26.54263628406025,0,60.405695178930756,4.895946727932691,0,0,2116
2022-06-17,30.52087027280726,0,52.681632280837356,5.540351925027228,0,0,2076
2022-06-18,29.924138968089473,0,55.29841737444897,14.690519231474873,0,0,2081
2022-06-19,31.039229290820273,0,53.385644150135874,24.146835301838376,0,0,1604
2022-06-20,30.45188015701803,0,49.34427126903827,11.728756049274084,0,0,2033
2022-06-21,29.438847051622638,0,60.14726454986773,11.555683239903061,0,0,1991
2022-06-22,32.24493244750737,0,59.82405855033135,3.2640710559862587,0,0,1535
2022-06-23,27.322683917383483,0,53.903074769383835,7.868245820738076,0,0,2342
2022-06-24,26.823797828074305,1,69.66465446552604,14.145978889387177,0,0,1303
2022-06-25,30.209630582017763,0,46.51248604078567,5.060810013567821,0,1,2390
2022-06-26,28.311208142639344,0,59.4822809179503,7.625855380397671,0,0,2106
2022-06-27,28.296509947788294,1,84.36597722964962,10.441235766354872,0,0,1082
2022-06-28,28.40431757173533,0,46.30427732614112,13.581076924128695,0,0,1860
2022-06-29,28.336961697937205,0,55.52606848939847,7.279058271442978,0,1,2138
2022-06-30,26.163077684353237,1,82.38138054764958,11.687019956620272,0,0,1320
2022-07-01,26.565864888301387,1,73.71896926176565,14.386512224435714,0,0,1266
2022-07-02,26.826415218744657,1,78.28899812431911,25.492825548725193,0,0,1407
2022-07-03,27.43883690274741,0,50.85673229916466,4.571112173521356,0,0,1954
2022-07-04,23.339256134786723,0,58.76735587728437,11.518868366353686,1,0,1610
2022-07-05,22.651048100597,0,56.81798835882051,6.155908394226577,0,0,2065
2022-07-06,22.54075272288481,0,50.183589138574845,19.90225575118822,0,0,1713
2022-07-07,22.446662607602082,0,58.70760129365874,9.371691995967026,0,0,1793
2022-07-08,26.138195231335406,1,74.22348799498091,8.887957275462245,0,0,1401
2022-07-09,27.188544314590278,0,57.78683509775593,6.510045864560616,0,0,1941
2022-07-10,27.935625331593034,0,50.966389667086034,5.244191141603303,0,0,1940
2022-07-11,26.43744898739251,0,63.048677803073396,31.040986607941562,0,1,1770
2022-07-12,26.659193736541916,0,70.12832794148103,8.246079545253831,0,0,1912
2022-07-13,25.70319949798764,0,53.03624853024422,6.451358287565441,0,0,2297
2022-07-14,24.699627938373162,0,66.69538023588481,7.076997267919927,0,0,2042
2022-07-15,22.537289982968325,0,61.61265556197746,11.767602433774215,0,0,2094
2022-07-16,20.209788557691894,0,51.47667231736108,2.41743739313919,0,1,2467
2022-07-17,24.90187265324139,1,76.90123028495445,37.997914125516324,0,0,970
2022-07-18,27.53864966699651,1,84.04888419620286,15.845645988990865,0,0,1244
2022-07-19,25.03987325296081,0,66.49066551405271,16.382516880869428,0,0,2235
2022-07-20,22.62464723265113,0,50.894937027222156,14.308343639992376,0,1,2663
2022-07-21,23.510779894192687,0,66.93357397292195,9.34734384197805,0,0,2223
2022-07-22,22.318933020537294,0,59.71119569095383,1.200544680387138,0,0,2254
2022-07-23,23.759507778137387,0,63.38622113275545,2.8242538384850695,0,0,2646
2022-07-24,22.90154147251742,0,66.01392224115432,13.395863489939504,0,0,2175
2022-07-25,28.955375715654814,0,53.83061401653644,12.171013878435513,0,0,2143
2022-07-26,30.135839380715424,0,54.74614888661071,22.190003431287483,0,0,1614
2022-07-27,26.94369322975345,0,55.46421393303246,1.501209483290232,0,1,2497
2022-07-28,25.16077380464675,0,58.988982131613795,8.12047429084912,0,0,2715
2022-07-29,24.401441852103574,0,62.62899131512444,12.292807471374399,0,0,1845
2022-07-30,30.50675462437264,1,74.7415686873509,19.85632776541904,0,1,2205
2022-07-31,32.52764726448328,0,44.15818962255736,9.820016384550161,0,0,2162
2022-08-01,30.59640401682947,0,57.35353389653402,5.581513636936245,0,0,1712
2022-08-02,31.150557384669003,0,58.56448539187963,13.188937341989421,0,0,1586
2022-08-03,26.4181709805666,0,54.53281114728723,5.8598261085827685,0,0,2121
2022-08-04,20.069971844299047,1,78.40311943013762,12.192592679192753,0,0,1743
2022-08-05,20.90286332122296,0,45.844200397010425,11.03395383178393,0,1,2401
2022-08-06,19.34653059736675,0,61.641338629123716,3.253624568831594,0,0,2066
2022-08-07,21.251885389716623,0,53.9578405847038,14.63808483777438,0,0,2017
2022-08-08,20.253078005065454,0,64.01080471206458,10.123774864860696,0,1,2673
2022-08-09,26.91328811752343,0,59.36769596027455,4.420687432061272,0,0,2104
2022-08-10,29.2696786623842,0,55.18672788801294,3.779078811850379,0,1,2430
2022-08-11,22.36940555933491,0,48.76026823531908,6.90718617432427,0,0,2273
2022-08-12,21.470099834731826,1,68.59105841137351,23.6223436474949,0,1,1351
2022-08-13,22.03014649131239,0,61.730884785836295,3.531711945029248,0,0,2234
2022-08-14,20.922466683106094,0,68.08832264021547,4.7763940607000235,0,0,2501
2022-08-15,15.483429622460154,0,63.23787330099978,27.19049852334736,0,0,2037
2022-08-16,14.650471170466876,1,78.72113383472409,14.196427269804817,0,0,1061
2022-08-17,15.966677376959602,0,56.08719106963397,9.81864804591606,0,0,1528
2022-08-18,23.352714602788314,0,63.173717774486676,8.022401148442153,0,0,1960
2022-08-19,21.17433044025179,0,65.65940815861241,6.05061241296506,0,0,2152
2022-08-20,20.545337286182264,0,63.082092708089974,9.692514828636531,0,0,2533
2022-08-21,18.46263764135148,0,63.56139763384763,5.981478228770842,0,0,2558
2022-08-22,19.873570526506427,0,52.3795373572751,8.061469452109591,0,0,2252
2022-08-23,18.810667285635432,0,61.25679597611739,14.380234444126472,0,0,1883
2022-08-24,17.344042556820213,0,62.43073489635366,7.693843248136297,0,0,2280
2022-08-25,24.200701614780094,0,59.42259575042354,13.310746689036655,0,0,2266
2022-08-26,18.313878186069235,1,79.29738697142652,5.933985553859092,0,0,1293
2022-08-27,19.893815800600084,0,62.43029587673317,7.176572722878151,0,0,2582
2022-08-28,18.341213980913444,0,64.24344739415704,4.826807860627622,0,0,2354
2022-08-29,16.835802131855463,1,85.9488291901762,12.612952465953239,0,0,1682
2022-08-30,19.279905716113028,0,69.54752708058453,7.722182286827977,0,0,2162
2022-08-31,21.198472695006778,0,56.17573595667799,8.063470986583628,0,1,1880
2022-09-01,20.66365594468753,0,53.14469527661301,6.410056623802231,0,0,2286
2022-09-02,20.908127729076178,1,74.99063282748321,7.0108285335916705,0,0,1379
2022-09-03,16.975560871048692,0,53.678342074717676,5.922411915419097,0,0,1747
2022-09-04,20.24895439439856,0,70.98948765849649,12.270584957807094,0,0,2188
2022-09-05,15.944009708092231,0,69.51084316501662,8.43306178966709,0,0,1668
2022-09-06,15.700631834499388,0,56.517263630325736,10.548342456127632,0,0,2296
2022-09-07,15.789984281141852,0,60.94123171538923,2.9974642700850787,0,0,1865
2022-09-08,22.082981280768255,0,61.41461200432798,14.930260993815546,0,0,2135
2022-09-09,20.901135595497976,0,59.85349407768668,6.03853374774004,0,0,2229
2022-09-10,17.652643155149004,0,54.5050709342021,3.623873720194451,0,0,1914
2022-09-11,17.018837781641306,0,52.92954202674717,31.235180370111244,0,0,1514
2022-09-12,14.988861394802672,1,74.57809069214875,21.829066747377716,0,0,991
2022-09-13,15.793784084024898,1,80.6501304780475,10.8561395243802,0,1,1361
2022-09-14,14.49494693860337,0,51.93193361494757,11.334066555415736,0,0,1596
2022-09-15,17.422256971303174,0,59.833537814277044,9.304298152904845,0,1,2003
2022-09-16,18.6867849023029,0,61.59940733588655,6.163581739767954,0,0,2210
2022-09-17,20.896479622888993,1,81.19010022998346,8.251103242828918,0,0,1104
2022-09-18,23.04751513263909,0,43.732986184497534,1.4995103391859286,0,0,2752
2022-09-19,18.278410663918706,0,70.28910139487044,2.1982820414697355,0,0,1723
2022-09-20,15.687232927313651,0,61.09209439130236,8.510285412701155,0,0,1948
2022-09-21,9.901597754259807,0,66.9834392184543,12.92924737259086,0,0,1804
2022-09-22,11.693972594151212,1,81.92340679301626,18.141962288346512,0,0,708
2022-09-23,12.428800048646528,0,68.94771219168626,1.0,0,0,2122
2022-09-24,18.212288661687793,0,59.06503239998479,7.650589381139591,0,0,2070
2022-09-25,12.649926162374923,0,61.95290213389271,3.0635955902358147,0,0,1370
2022-09-26,13.914507158148457,1,81.72247235353608,7.488858088110617,0,0,698
2022-09-27,14.533027528810553,0,55.44409650125287,12.149682352623147,0,0,1712
2022-09-28,20.11504266143749,0,68.42889986672759,1.0,0,0,2543
2022-09-29,14.035030919017823,1,90.5006877621746,9.569393794276355,0,0,1384
2022-09-30,16.771904423813613,0,64.20915773567538,6.925091833631812,0,0,2083
2022-10-01,13.818412895231713,0,61.04043936957444,16.707349649216404,0,0,1699
2022-10-02,14.900925606038198,1,90.31035067970869,6.167716168960476,0,0,1226
2022-10-03,12.096907193500162,0,63.81021687615686,9.096984732453434,0,0,1933
2022-10-04,15.345834923602967,1,85.84725475488538,19.09244652415256,0,1,1557
2022-10-05,14.380175772878754,1,88.38363705857248,10.08488039839403,0,0,1131
2022-10-06,12.502331762740623,0,65.64461090614499,8.986051513464332,0,0,1413
2022-10-07,17.89400895965155,0,53.697243079161495,6.110993380478682,0,1,2483
2022-10-08,11.995323402176998,0,52.47922510098989,6.040031479728729,0,0,1717
2022-10-09,11.351089383250054,0,67.71820208214787,1.5716452762912045,0,0,1896
2022-10-10,10.851938229031003,1,76.10552545868649,7.123639259955613,0,0,1187
2022-10-11,11.898293953694502,1,77.0198054782488,3.77312658264664,0,0,1078
2022-10-12,11.116189553624219,0,65.01807060469939,8.058686060350384,0,1,1741
2022-10-13,7.5831958571178575,0,57.513128627024706,10.097846080645377,0,0,1389
2022-10-14,9.361475634012537,0,52.45979966511569,6.38397581722271,0,0,1697
2022-10-15,7.015758647074287,0,68.38209077334133,8.99511952739424,0,1,1988
2022-10-16,8.515001413230252,1,73.0715241734646,19.041888350057903,0,0,588
2022-10-17,8.077455468518771,0,51.33798009768908,3.0908166866327935,0,0,1558
2022-10-18,11.01756462984946,0,60.14238732759806,12.4907927543859,0,0,1618
2022-10-19,13.766071245912933,1,73.73247327443225,7.057082362645533,0,0,947
2022-10-20,13.529309117891398,0,62.27311498145206,2.9383743790753,0,0,1687
2022-10-21,6.111695484968717,0,61.01448965599447,12.97775085052852,0,1,1747
2022-10-22,7.570769425246362,0,64.81406354874557,7.0391377026038535,0,0,1384
2022-10-23,5.68545674497211,0,70.48623808463776,5.4914824817322705,0,0,1111
2022-10-24,7.840668172720495,0,70.65046823568598,3.2597417718513437,0,0,1478
2022-10-25,6.802669321630139,0,59.73092150898429,4.7818233873317215,0,0,1415
2022-10-26,6.991122295555956,0,71.40466191236962,4.571645123037251,0,0,1347
2022-10-27,8.224260484802382,0,68.66605927074124,11.372889993963902,0,0,1184
2022-10-28,4.3713987929090035,0,63.23345942764787,2.365444943919824,0,0,1395
2022-10-29,1.1887760957563902,0,57.74736930031722,12.799582878258676,0,0,1399
2022-10-30,-0.48404696473710107,0,69.91739181751245,17.747343058882162,0,0,1133
2022-10-31,1.2286767292162537,1,81.88731788291234,9.417442658283488,0,0,635
2022-11-01,-0.1855359546987856,1,85.23484673503908,8.371315436753221,0,0,670
2022-11-02,-2.0287746268036653,0,52.81275587873538,5.95095372376739,0,0,1136
2022-11-03,0.7826368453161265,0,62.07555651026036,4.648691074051992,0,0,1303
2022-11-04,3.066636957820551,0,52.72093794546497,14.084498607648491,0,0,1150
2022-11-05,1.78323434474627,0,59.832713734741944,4.645396931010382,0,1,1487
2022-11-06,2.3166643584317947,0,70.75508546601701,7.767743494938939,0,0,1139
2022-11-07,0.12194382836113071,1,88.63249599677377,4.936961943064947,0,0,761
2022-11-08,2.405958143244738,0,76.36579186896297,11.963742762630924,0,0,1494
2022-11-09,0.1453819652697783,0,61.15433008440012,7.67537382169841,0,0,1441
2022-11-10,-1.6951674141129267,0,73.93995573786883,9.058863594349516,0,1,1862
2022-11-11,0.5394397802514925,0,54.80287107212288,6.167900790165491,0,0,1376
2022-11-12,2.531141116964928,1,85.35185741768336,7.126076829677432,0,0,755
2022-11-13,-0.43375244138510727,0,73.34653998234451,5.113568846542172,0,0,1111
2022-11-14,-2.177107204470566,0,79.29133490297963,9.388926662490935,0,0,1377
2022-11-15,2.6546403763340556,0,62.54900703700285,14.76650853424183,0,0,1263
2022-11-16,-0.5554593198657996,0,71.04537759770332,8.786020684195691,0,0,1130
2022-11-17,-2.940626732561473,0,64.25157369487235,2.0137218070637557,0,0,1574
2022-11-18,-4.682695924915286,0,66.7623735503634,3.9147595585534436,0,0,1214
2022-11-19,0.8161711103796594,0,75.80419074532406,14.7891344941835,0,0,1213
2022-11-20,1.4214211916992128,1,85.31085328396105,12.878864798584475,0,0,360
2022-11-21,-3.4107941636997428,1,91.69177291286837,4.800579348390329,0,0,496
2022-11-22,-3.5105577393590313,1,88.0908790430143,13.865721770313705,0,1,519
2022-11-23,-0.24602090651971054,0,68.32165972937203,8.60666908869395,0,0,1308
2022-11-24,1.998298916867163,1,88.54745161177235,5.147858834093164,0,1,907
